試算番号（明細）,バージョン1,PLANID,品目コード,基本数量単位,数量,販売伝票通貨,標準単価,□S販売単価,契約開始日,契約終了日,解約日,契約期間数,更新期間数,HARIS伝票区分,受注伝票番号,受注明細番号,□前受注伝票番号,□前受注明細番号
QJ01496309,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1496309,400,,
QJ01496435,,,UX142F2,個,1,JPY,0,,2017/2/1,2018/1/31,,12,0,1,1496435,600,,
QJ01496537,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1500026,600,,
QJ01496579,,,UX149R1,個,1,JPY,0,,2017/3/31,2018/3/30,,12,0,1,1501181,1600,,
QJ01496581,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1496581,400,,
QJ01496581,,,UX14353,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1496581,500,,
QJ01496582,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1496582,500,,
QJ01496582,,,UX14353,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1496582,600,,
QJ01496583,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1496583,400,,
QJ01496749,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1496749,500,,
QJ01496851,,,UX142A2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1496851,100,,
QJ01496880,,,UX14243,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1496880,100,,
QJ01496903,,,UX149R1,個,1,JPY,0,,2017/3/25,2018/3/24,,12,0,1,1498737,1500,,
QJ01496914,,,UX142F2,個,1,JPY,0,,2017/1/1,2017/12/31,,12,0,1,1496914,400,,
QJ01496946,,,UX149R1,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1498225,3200,,
QJ01497143,,,UX149R1,個,1,JPY,0,,2017/3/31,2018/3/30,,12,0,1,1500558,3000,,
QJ01497144,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497144,400,,
QJ01497146,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497146,400,,
QJ01497147,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497147,1600,,
QJ01497148,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497148,1900,,
QJ01497256,,,UX142G2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497256,100,,
QJ01497257,,,UX142G2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497257,100,,
QJ01497269,,,UX142A2,個,1,JPY,0,,2017/3/25,2018/3/24,,12,0,1,1497269,100,,
QJ01497292,,,UX14023,個,1,JPY,0,,2016/8/1,2019/7/31,,36,0,1,1497292,400,,
QJ01497295,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1500445,2400,,
QJ01497301,,,UX142A2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497301,400,,
QJ01497303,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497303,600,,
QJ01497307,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497307,500,,
QJ01497308,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497308,500,,
QJ01497317,,,UX142F2,個,1,JPY,0,,2016/11/1,2017/10/31,,12,0,1,1497317,400,,
QJ01497318,,,UX142A2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497318,800,,
QJ01497319,,,UX142F2,個,1,JPY,0,,2017/3/25,2018/3/24,,12,0,1,1497319,600,,
QJ01497352,,,UX142F2,個,1,JPY,0,,2016/3/1,2018/2/28,,24,0,1,1497352,400,,
QJ01497355,,,UX149R1,個,1,JPY,0,,2017/3/22,2018/3/21,,12,0,1,1502607,1700,,
QJ01497362,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497362,600,,
QJ01497371,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497371,200,,
QJ01497377,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1499969,2400,,
QJ01497391,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1499669,2800,,
QJ01497397,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1500510,1300,,
QJ01497402,,,UX142G2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497402,300,,
QJ01497402,,,UX14293,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497402,400,,
QJ01497402,,,UX14353,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497402,500,,
QJ01497403,,,UX142G2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497403,300,,
QJ01497403,,,UX14293,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497403,400,,
QJ01497403,,,UX14353,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497403,500,,
QJ01497406,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497406,2400,,
QJ01497407,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497407,600,,
QJ01497445,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1499178,4800,,
QJ01497448,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497448,300,,
QJ01497473,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497473,500,,
QJ01497499,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497499,500,,
QJ01497500,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497500,1100,,
QJ01497501,,,UX142F2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497501,1000,,
QJ01497504,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497504,400,,
QJ01497542,,,UX149R1,個,1,JPY,0,,2017/5/1,2018/4/30,,12,0,1,1516611,1200,,
QJ01497544,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1500660,2100,,
QJ01497546,,,UX149R1,個,1,JPY,0,,2017/5/1,2018/4/30,,12,0,1,1499966,1300,,
QJ01497578,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497578,500,,
QJ01497580,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497580,400,,
QJ01497581,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497581,300,,
QJ01497582,,,UX149R1,個,1,JPY,0,,2017/3/29,2018/3/28,,12,0,1,1498554,3300,,
QJ01497639,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1499431,1700,,
QJ01497644,,,UX149R1,個,1,JPY,0,,2017/3/30,2018/3/29,,12,0,1,1500699,1800,,
QJ01497691,,,UX149R1,個,1,JPY,0,,2017/3/22,2018/3/21,,12,0,1,1499522,2300,,
QJ01497726,,,UX142A2,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497726,400,,
QJ01497730,,,UX14233,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497730,100,,
QJ01497730,,,UX14772,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497730,200,,
QJ01497731,,,UX14303,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497731,100,,
QJ01497731,,,UX14243,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497731,200,,
QJ01497733,,,UX14303,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497733,100,,
QJ01497733,,,UX14243,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497733,200,,
QJ01497734,,,UX14303,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497734,100,,
QJ01497734,,,UX14243,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497734,200,,
QJ01497735,,,UX14303,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497735,100,,
QJ01497735,,,UX14243,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497735,200,,
QJ01497766,,,UX149R1,個,1,JPY,0,,2017/5/1,2018/3/31,,11,0,1,1508480,2200,,
QJ01497770,,,UX149R1,個,1,JPY,0,,2017/3/25,2018/3/24,,12,0,1,1499524,2300,,
QJ01497918,,,UX149R1,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1500843,900,,
QJ01497948,,,UX14303,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497948,100,,
QJ01497948,,,UX14243,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497948,200,,
QJ01497949,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497949,100,,
QJ01497950,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497950,100,,
QJ01497951,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497951,100,,
QJ01497952,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497952,100,,
QJ01497953,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497953,100,,
QJ01497954,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497954,100,,
QJ01497955,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497955,100,,
QJ01497956,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497956,100,,
QJ01497957,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497957,100,,
QJ01497958,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497958,100,,
QJ01497959,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497959,100,,
QJ01497960,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497960,100,,
QJ01497961,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497961,100,,
QJ01497997,,,UX142F2,個,1,JPY,0,,2017/3/1,2018/2/28,,12,0,1,1497997,300,,
QJ01497998,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497998,100,,
QJ01497999,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1497999,100,,
QJ01498000,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1498000,100,,
QJ01498001,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1498001,100,,
QJ01498003,,,UX14253,個,1,JPY,0,,2017/4/1,2018/3/31,,12,0,1,1498003,100,,
